Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 3.66345, 312, 1
1, 2.17511, 187, 1
2, 9.33007, 900, 1
3, 4.65248, 360, 1
4, 13.2949, 1190, 1
5, 29.801399999999997, 1332, 1
6, 5.745550000000001, 456, 1
7, 7.5825, 754, 1
8, 3.06001, 195, 1
9, 13.4971, 1056, 1
10, 6.7622, 600, 1
11, 5.87878, 484, 1
12, 5.418229999999999, 483, 1
13, 11.8854, 840, 1
14, 5.47464, 462, 1
15, 24.5645, 1369, 1
16, 15.075099999999999, 1400, 1
17, 11.3669, 930, 1
18, 28.004, 2805, 1
19, 8.781600000000001, 780, 1
20, 1.9668400000000001, 165, 1
21, 15.6296, 1591, 1
22, 4.49232, 462, 2
23, 3.20346, 225, 2
24, 30.1159, 2150, 2
25, 3.9711499999999997, 342, 2
26, 5.72531, 504, 2
27, 5.25061, 525, 2
28, 15.5246, 1540, 2
29, 36.248599999999996, 1804, 2
30, 26.5382, 2365, 2
31, 2.55018, 240, 2
32, 4.28903, 380, 2
33, 26.5199, 2520, 2
34, 7.24141, 625, 2
35, 30.6886, 2303, 2
36, 54.4655, 2916, 2
37, 6.627400000000001, 575, 2
38, 15.649199999999999, 1296, 2
39, 10.8106, 899, 2
40, 2.42764, 169, 2
41, 6.07348, 648, 2
42, 10.9124, 899, 2
43, 4.61024, 399, 2
44, 7.950820000000001, 870, 2
45, 6.56478, 600, 3
46, 8.18927, 837, 3
47, 3.0802199999999997, 240, 3
48, 11.7674, 1156, 3
49, 2.5871, 224, 3
50, 13.512, 1224, 3
51, 15.290700000000001, 1677, 3
52, 34.3607, 2346, 3
53, 14.3822, 1444, 3
54, 4.96672, 396, 3
55, 4.7512, 441, 3
56, 66.2261, 5041, 3
57, 44.4379, 2376, 3
58, 5.55478, 529, 3
59, 10.7177, 990, 3
60, 18.9209, 1023, 4
61, 3.3718500000000002, 266, 4
62, 11.579799999999999, 840, 4
63, 12.0437, 1056, 4
64, 8.59187, 870, 4
65, 2.7919300000000002, 196, 4
66, 8.58743, 840, 4
67, 47.4205, 2385, 4
68, 0.8095589999999999, 36, 4
69, 1.33826, 70, 4
70, 48.1275, 4830, 4
71, 0.314649, 12, 4
72, 5.23954, 456, 4
73, 19.8161, 1760, 4
74, 0.41657299999999997, 16, 4
75, 47.7637, 2860, 4
76, 1.1306, 88, 4
77, 19.7757, 1886, 5
78, 16.956200000000003, 1628, 5
79, 6.7699, 552, 5
80, 5.67847, 483, 5
81, 6.90332, 650, 5
82, 24.3506, 1155, 5
83, 0.591644, 35, 5
84, 21.1584, 2208, 5
85, 11.4283, 1023, 5
86, 3.0252, 224, 5
87, 11.8756, 1296, 5
88, 10.3084, 924, 5
89, 3.41536, 255, 5
90, 32.0077, 2538, 5
91, 5.68385, 552, 6
92, 9.48565, 784, 6
93, 7.16243, 650, 6
94, 11.3586, 1190, 6
95, 4.28629, 306, 6
96, 12.1159, 1292, 6
97, 1.44597, 110, 6
98, 6.89969, 598, 6
99, 40.9099, 3192, 6
100, 14.7673, 1254, 6
101, 16.1052, 1224, 6
102, 3.10835, 240, 6
103, 26.2572, 2448, 6
104, 4.81706, 380, 6
105, 0.9823569999999999, 64, 7
106, 18.7257, 1722, 7
107, 11.9013, 1054, 7
108, 15.9749, 1665, 7
109, 3.21232, 368, 7
110, 3.27257, 272, 7
111, 14.6038, 1400, 7
112, 56.9559, 2652, 7
113, 33.4097, 1482, 7
114, 2.6153, 240, 7
115, 9.26839, 841, 8
116, 6.18961, 552, 8
117, 11.747499999999999, 1122, 8
118, 2.30605, 182, 8
119, 36.336, 3654, 8
120, 5.07713, 529, 8
121, 13.6885, 1190, 8
122, 14.3009, 1480, 8
123, 106.529, 6536, 8
124, 11.4377, 925, 8
125, 33.044200000000004, 2226, 8
126, 4.78956, 400, 8
127, 20.6007, 1054, 8
128, 8.56435, 700, 8
129, 15.087200000000001, 1292, 8
130, 0.680529, 36, 8
131, 36.0921, 1935, 8
132, 45.6291, 3245, 9
133, 14.3308, 1260, 9
134, 7.060440000000001, 625, 9
135, 5.20267, 441, 9
136, 4.60813, 437, 9
137, 1.2892, 72, 9
138, 0.28040299999999996, 8, 9
139, 0.154358, 4, 9
140, 0.35303599999999996, 16, 9
141, 4.40735, 378, 9
142, 2.15944, 195, 9
143, 40.5257, 3024, 9
144, 14.170800000000002, 1190, 9
145, 3.72636, 324, 9
146, 9.897549999999999, 868, 9
147, 14.1463, 1368, 9
148, 5.15054, 529, 9
149, 8.94713, 884, 9
150, 16.3018, 1353, 9
151, 5.97665, 462, 9
152, 3.85073, 360, 9
153, 24.7396, 2444, 9
154, 1.6469399999999998, 169, 9
155, 9.60864, 1056, 9
156, 12.5258, 1295, 9
157, 9.62001, 992, 9
158, 28.278299999999998, 1230, 9
159, 27.8657, 1406, 9
160, 4.80632, 323, 9
161, 5.19368, 414, 9
162, 13.4606, 1258, 9
163, 1.69438, 143, 9
164, 2.06468, 130, 10
165, 14.229199999999999, 1406, 10
166, 13.796100000000001, 1147, 10
